nro_registro_interno,fecha_ingreso_denuncia,tema,subtema,referido_tipo,nacionalidad,provincia,localidad,genero,edad_aparente,embarazada,discapacidad,provincia_indec_id,barrio
3594158425,2021-12-04,Trata,Posible captación,Victima directa,,,,Mujer,35,No,,,
1525158425,2021-12-05,Trata,Oferta laboral engañosa,Victima directa,,,,Mujer,27,No,,,
4584258425,2021-12-06,Trata,Explotación laboral,Victima directa,,,,,60,No,,,
4584258425,2021-12-06,Trata,Explotación laboral,Acusado,,,,Hombre,0,No,,,
9405258425,2021-12-07,Trata,Posible captación,Victima directa,,,,,18,No,,,
4515258425,2021-12-08,Trata,Posible captación,Victima indirecta - familiar,,,,,0,No,,,
4515258425,2021-12-08,Trata,Posible captación,Victima directa,,,,,0,No,,,
6515258425,2021-12-08,Trata,Explotación sexual,Victima directa,Argentina,Buenos Aires,Mar del Plata,Mujer,36,No,,6,
1545258425,2021-12-09,Trata,Pornografía infantil,Acusado,,,,Hombre,50,No,,,
4545258425,2021-12-09,Trata,Pornografía infantil,Acusado,,,,Hombre,50,No,,,
4575258425,2021-12-10,Trata,Explotación sexual,Acusado,Argentina,Buenos Aires,,Mujer,40,No,,6,
3594358425,2021-12-11,Trata,Posible captación,Victima directa,Argentina,,,Mujer,22,No,,,
5584358425,2021-12-11,Trata,Pornografía infantil,Acusado,,,,Hombre,58,No,,,
7584358425,2021-12-11,Trata,"Explotación laboral niñas, niños y adolescentes",Acusado,,Mendoza,GUAYMALLEN,Mujer,30,No,,50,
2545358425,2021-12-13,Trata,Explotación sexual,Victima directa,,,,Mujer,25,No,,,
2545358425,2021-12-13,Trata,Explotación sexual,Victima directa,,,,Mujer,25,No,,,
2545358425,2021-12-13,Trata,Explotación sexual,Victima directa,,,,Mujer,25,No,,,
2545358425,2021-12-13,Trata,Explotación sexual,Victima directa,,,,Mujer,25,No,,,
4584458425,2021-12-14,Trata,"Explotación sexual niñas, niños y adolescentes",Victima directa,,,,,6,No,,,
4584458425,2021-12-14,Trata,"Explotación sexual niñas, niños y adolescentes",Acusado,,,,,0,No,,,
7575358425,2021-12-14,Trata,Explotación laboral,Victima directa,Peru,,,Hombre,37,No,,,
7575358425,2021-12-14,Trata,Explotación laboral,Acusado,Peru,Buenos Aires,,Hombre,50,No,,6,
7584458425,2021-12-14,Trata,Explotación sexual,Victima indirecta - familiar,,,,,0,No,,,
7584458425,2021-12-14,Trata,Explotación sexual,Victima directa,,,,Mujer,17,No,,,
7584458425,2021-12-14,Trata,Explotación sexual,Acusado,,,,,0,No,,,
1515458425,2021-12-15,Trata,Explotación laboral,Victima directa,,,,,19,No,,,
2515458425,2021-12-15,Trata,Oferta laboral engañosa,Acusado,,,,,0,No,,,
5515458425,2021-12-15,Trata,"Explotación sexual niñas, niños y adolescentes",Acusado,,,,,60,No,,,
3535458425,2021-12-16,Trata,Explotación laboral,Victima directa,,,,Hombre,45,No,,,
1565458425,2021-12-17,Trata,Oferta laboral engañosa,Victima directa,,,,,19,No,,,
1565458425,2021-12-17,Trata,Oferta laboral engañosa,Acusado,,,,,0,No,,,
3575458425,2021-12-17,Trata,Persona desaparecida,Victima directa,Argentina,Chaco,Quitilipi,Mujer,32,No,,22,
4575458425,2021-12-17,Trata,Explotación sexual,Acusado,,,,Hombre,50,No,,,
575458425,2021-12-17,Trata,Explotación sexual,Acusado,Argentina,Buenos Aires,,Hombre,30,No,,6,
575458425,2021-12-17,Trata,Explotación sexual,Acusado,,,,Mujer,30,No,,,
6565458425,2021-12-17,Trata,Oferta laboral engañosa,Victima directa,,,,,19,No,,,
1584558425,2021-12-18,Trata,Explotación sexual,Acusado,,Buenos Aires,Balcarce,Hombre,34,No,,6,
3594558425,2021-12-18,Trata,Explotación sexual,Victima indirecta - familiar,Argentina,Buenos Aires,Florencio Varela,Mujer,53,No,,6,
3594558425,2021-12-18,Trata,Explotación sexual,Victima directa,,Buenos Aires,Villa Fiorito,Mujer,27,No,,6,
3594558425,2021-12-18,Trata,Explotación sexual,Acusado,,Buenos Aires,Villa Fiorito,Hombre,29,No,,6,
6584558425,2021-12-18,Trata,Reducción a la servidumbre o situaciones análogas,Victima directa,,,,Mujer,21,No,,,
6584558425,2021-12-18,Trata,Reducción a la servidumbre o situaciones análogas,Victima directa,,,,Mujer,21,No,,,
6584558425,2021-12-18,Trata,Reducción a la servidumbre o situaciones análogas,Acusado,,Misiones,Jardín América,Mujer,54,No,,54,
1505558425,2021-12-19,Trata,Persona desaparecida,Victima directa,Argentina,Chaco,Quitilipi,Mujer,32,No,,22,
6515558425,2021-12-19,Trata,"Explotación laboral niñas, niños y adolescentes",Acusado,,,,Mujer,50,No,,,
7515558425,2021-12-19,Trata,Explotación sexual,Victima directa,Argentina,Chaco,Quitilipi,Mujer,0,No,,22,
8405558425,2021-12-19,Trata,Explotación sexual,Victima directa,,,,,66,No,,,
8405558425,2021-12-19,Trata,Explotación sexual,Acusado,,,,,66,No,,,
4545558425,2021-12-20,Trata,"Explotación sexual niñas, niños y adolescentes",Victima directa,,Buenos Aires,El Jagüel,Mujer,13,No,,6,
4545558425,2021-12-20,Trata,"Explotación sexual niñas, niños y adolescentes",Acusado,,Buenos Aires,El Jagüel,Hombre,40,No,,6,
8435558425,2021-12-20,Trata,Explotación laboral,Acusado,,,,Hombre,60,No,,,
8435558425,2021-12-20,Trata,Explotación laboral,Victima directa,,Chaco,General Vedia,Hombre,66,No,,22,
8455558425,2021-12-20,Trata,Desaparicion,Victima directa,Argentina,Misiones,Wanda,Mujer,36,No,,54,
3575558425,2021-12-21,Trata,Explotación sexual,Victima directa,,,,Mujer,23,No,,,
5594658425,2021-12-21,Trata,Persona desaparecida,Victima directa,Argentina,,,Mujer,31,No,,,
9484658425,2021-12-21,Trata,Explotación laboral,Victima directa,Argentina,Formosa,Colonia Cano,Hombre,62,No,,34,
9484658425,2021-12-21,Trata,Explotación laboral,Acusado,Argentina,,,Hombre,0,No,,,
1525658425,2021-12-22,Trata,"Explotación sexual niñas, niños y adolescentes",Acusado,Argentina,Buenos Aires,Remedios de Escalada,Mujer,50,No,,6,
2525658425,2021-12-22,Trata,"Explotación sexual niñas, niños y adolescentes",Acusado,,,,,70,No,,,
7525658425,2021-12-23,Trata,Explotación laboral,Acusado,,,,,0,No,,,
1555658425,2021-12-24,Trata,Reducción a la servidumbre o situaciones análogas,Victima directa,,,,,20,No,,,
1555658425,2021-12-24,Trata,Reducción a la servidumbre o situaciones análogas,Acusado,,,,,30,No,,,
6565658425,2021-12-25,Trata,Explotación sexual,Acusado,,Buenos Aires,Zárate,Hombre,40,No,,6,
7565658425,2021-12-25,Trata,Posible captación,Victima directa,,,,Mujer,35,No,,,
8475658425,2021-12-25,Trata,Posible captación,Victima directa,,,,Mujer,35,No,,,
7505758425,2021-12-27,Trata,Explotación sexual,Victima directa,,,,Hombre,24,No,,,
7505758425,2021-12-27,Trata,Explotación sexual,Acusado,,,,Hombre,0,No,,,
7515758425,2021-12-27,Trata,Persona desaparecida,Victima directa,Argentina,,,Mujer,20,No,No,,
7515758425,2021-12-27,Trata,Persona desaparecida,Acusado,,Salta,Tartagal,,50,No,,66,
8425758425,2021-12-27,Trata,"Explotación laboral niñas, niños y adolescentes",Victima directa,Argentina,,,Mujer,15,No,,,
8425758425,2021-12-27,Trata,"Explotación laboral niñas, niños y adolescentes",Victima directa,,,,Hombre,0,No,,,
1535758425,2021-12-28,Trata,Persona desaparecida,Victima directa,,,,,18,No,,,
535758425,2021-12-28,Trata,"Explotación sexual niñas, niños y adolescentes",Acusado,,,,Hombre,0,No,,,
535758425,2021-12-28,Trata,"Explotación sexual niñas, niños y adolescentes",Acusado,,,,Mujer,0,No,,,
8445758425,2021-12-28,Trata,Explotación laboral,Acusado,Argentina,,,Mujer,0,No,,,
8445758425,2021-12-28,Trata,Explotación laboral,Victima indirecta - familiar,Argentina,,,Hombre,0,No,,,
5565758425,2021-12-29,Trata,Explotación laboral,Victima directa,Argentina,Tucumán,San Miguel de Tucumán,Mujer,21,No,,90,
5565758425,2021-12-29,Trata,Explotación laboral,Acusado,Argentina,Tucumán,San Miguel de Tucumán,Hombre,21,No,,90,
9475758425,2021-12-29,Trata,Posible captación,Victima directa,Argentina,,,Mujer,27,No,,,
9475758425,2021-12-29,Trata,Posible captación,Victima indirecta - familiar,Argentina,,,Mujer,0,No,,,
7584849425,2021-12-30,Trata,Explotación sexual,Acusado,,,,Hombre,0,No,,,
9494849425,2021-12-30,Trata,Pornografía infantil,Victima indirecta - familiar,Argentina,Mendoza,LAS HERAS,Hombre,33,No,No,50,
9494849425,2021-12-30,Trata,Pornografía infantil,Acusado,Alemania,,,Mujer,33,No,,,
4545849425,2022-01-02,Trata,"Explotación sexual niñas, niños y adolescentes",Acusado,Peru,Mendoza,,Mujer cis,37,No,,50,
5545849425,2022-01-02,Trata,Persona desaparecida,Víctima directa,,Jujuy,,Hombre,34,No,,38,
4594949425,2022-01-03,Trata,Explotación sexual,Acusado,Argentina,Santa Fe,Rosario,No binario,0,No,,82,
9415949425,2022-01-03,Trata,"Explotación sexual niñas, niños y adolescentes",Acusado,,Misiones,Posadas,Varón cis,40,No,,54,
9415949425,2022-01-03,Trata,"Explotación sexual niñas, niños y adolescentes",Víctima directa,,Misiones,Posadas,Mujer cis,13,No,,54,
1515949425,2022-01-03,Trata,Explotación sexual,Víctima directa,Argentina,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Mujer cis,41,No,,02,
6515949425,2022-01-04,Trata,Explotación sexual,Víctima directa,Argentina,Ciudad Autónoma de Buenos Aires,,Mujer cis,23,No,,02,
6515949425,2022-01-04,Trata,Explotación sexual,Acusado,Argentina,Buenos Aires,Florencio Varela,Varón cis,42,No,,06,
7515949425,2022-01-04,Trata,"Explotación laboral niñas, niños y adolescentes",Acusado,Peru,Mendoza,guaymallen,Mujer cis,0,No,,50,
3525949425,2022-01-04,Trata,Reducción a la servidumbre o situaciones análogas,Víctima directa,,Buenos Aires,,Mujer,23,No,,06,
7525949425,2022-01-04,Trata,Explotación sexual,Víctima directa,,Ciudad Autónoma de Buenos Aires,,Mujer cis,41,No,,02,
7525949425,2022-01-04,Trata,Explotación sexual,Acusado,Argentina,Ciudad Autónoma de Buenos Aires,Devoto,Varón cis,73,No,,02,Villa Pueyrredón
1555949425,2022-01-05,Trata,"Explotación sexual niñas, niños y adolescentes",Acusado,Argentina,Tucumán,San Miguel de Tucumán,Mujer cis,40,No,,90,
1555949425,2022-01-05,Trata,"Explotación sexual niñas, niños y adolescentes",Víctima directa,,Tucumán,San Miguel de Tucumán,Mujer cis,16,No,,90,
1594059425,2022-01-07,Trata,Explotación sexual,Acusado,,Córdoba,,Hombre,40,No,,14,
3594059425,2022-01-07,Trata,"Explotación laboral niñas, niños y adolescentes",Acusado,,Córdoba,,Hombre,50,No,,14,
2594059425,2022-01-07,Trata,Explotación laboral,Acusado,,Santa Fe,,Mujer,0,No,,82,
2594059425,2022-01-07,Trata,Explotación laboral,Víctima directa,,Santa Fe,,Mujer,0,No,,82,
7594059425,2022-01-07,Trata,Persona desaparecida,Víctima directa,Argentina,Buenos Aires,,No binario,0,No,,06,
8405059425,2022-01-07,Trata,Explotación sexual,Acusado,,Ciudad Autónoma de Buenos Aires,,Varón cis,60,No,,02,
505059425,2022-01-08,Trata,Explotación laboral,Víctima directa,,Santiago del Estero,,Varón cis,35,No,,86,
505059425,2022-01-08,Trata,Explotación laboral,Acusado,,Santiago del Estero,,Varón cis,60,No,,86,
1505059425,2022-01-08,Trata,Explotación sexual,Víctima directa,,Córdoba,,Mujer cis,31,No,,14,
9445059425,2022-01-08,Trata,Explotación sexual,Víctima directa,,Buenos Aires,,Mujer,39,No,,06,
9445059425,2022-01-08,Trata,Explotación sexual,Víctima directa,,Buenos Aires,,Mujer,13,No,,06,
2515159425,2022-01-10,Trata,Explotación sexual,Acusado,,Jujuy,,Varón cis,60,No,,38,
7515159425,2022-01-11,Trata,Explotación laboral,Acusado,,Río Negro,,Varón cis,0,No,,62,
7515159425,2022-01-11,Trata,Explotación laboral,Víctima directa,,Tucumán,,Hombre,0,No,,90,
525159425,2022-01-11,Trata,Persona desaparecida,Víctima directa,Argentina,Misiones,,Mujer cis,31,No,Sí,54,
1565159425,2022-01-12,Trata,Explotación sexual,Acusado,Argentina,Tucumán,Alberdi,Mujer cis,0,No,,90,
1505259425,2022-01-14,Trata,Explotación laboral,Acusado,Bolivia,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Mujer cis,33,No,,02,
5505259425,2022-01-14,Trata,"Explotación sexual niñas, niños y adolescentes",Acusado,,Buenos Aires,,Mujer cis,50,No,,06,
9415259425,2022-01-15,Trata,Explotación sexual,Acusado,,Formosa,,Mujer cis,50,No,,34,
6515259425,2022-01-15,Trata,"Explotación laboral niñas, niños y adolescentes",Acusado,,Mendoza,Malargüe,Mujer cis,50,No,,50,
6515259425,2022-01-15,Trata,"Explotación laboral niñas, niños y adolescentes",Víctima directa,,Mendoza,Malargüe,Mujer cis,30,No,,50,
6515259425,2022-01-15,Trata,"Explotación laboral niñas, niños y adolescentes",Víctima directa,,Mendoza,Malargüe,Mujer cis,25,No,,50,
2525259425,2022-01-15,Trata,"Explotación sexual niñas, niños y adolescentes",Acusado,,Misiones,Posadas,Varón cis,40,No,,54,
2525259425,2022-01-15,Trata,"Explotación sexual niñas, niños y adolescentes",Acusado,Paraguay,Misiones,Posadas,Mujer cis,40,No,,54,
7535259425,2022-01-15,Trata,Persona desaparecida,Acusado,,Buenos Aires,Castelar,Varón cis,40,No,,06,
7535259425,2022-01-15,Trata,Persona desaparecida,Acusado,,Buenos Aires,Castelar,Varón cis,40,No,,06,
7535259425,2022-01-15,Trata,Persona desaparecida,Acusado,,Buenos Aires,Castelar,Varón cis,40,No,,06,
3545259425,2022-01-16,Trata,Explotación sexual,Acusado,,Salta,,Hombre,30,No,,66,
4545259425,2022-01-16,Trata,Explotación sexual,Acusado,,Buenos Aires,Castelar,Hombre,40,No,,06,
4545259425,2022-01-16,Trata,Explotación sexual,Acusado,,Buenos Aires,Castelar,Hombre,45,No,,06,
7584359425,2022-01-17,Trata,Explotación sexual,Víctima directa,,Jujuy,,Varón cis,25,No,,38,
3505359425,2022-01-17,Trata,Explotación sexual,Acusado,,,,Varón cis,45,No,,,
3505359425,2022-01-17,Trata,Explotación sexual,Acusado,,Ciudad Autónoma de Buenos Aires,,Varón cis,45,No,,02,
1525359425,2022-01-17,Trata,"Explotación sexual niñas, niños y adolescentes",Acusado,,Buenos Aires,Castelar,Varón cis,50,No,,06,
5525359425,2022-01-18,Trata,Traslado de personas,Víctima directa,,,,Mujer,0,No,,,
5525359425,2022-01-18,Trata,Traslado de personas,Acusado,,,,Hombre,0,No,,,
2535359425,2022-01-18,Trata,Grooming,Acusado,,Río Negro,,Varón cis,21,No,,62,
2535359425,2022-01-18,Trata,Grooming,Acusado,Colombia,Corrientes,,Varón cis,27,No,,18,
2535359425,2022-01-18,Trata,Grooming,Víctima directa,,Corrientes,,Mujer cis,17,No,,18,
4575359425,2022-01-20,Trata,Explotación laboral,Acusado,,Formosa,,Hombre,0,No,,34,
6575359425,2022-01-20,Trata,Explotación sexual,Acusado,,Buenos Aires,,Mujer,0,No,,06,
7575359425,2022-01-20,Trata,Posible captación,Acusado,Otro,,,Varón cis,38,No,,,
8484459425,2022-01-20,Trata,"Explotación sexual niñas, niños y adolescentes",Víctima directa,Argentina,Corrientes,,Mujer cis,45,No,,18,
9484459425,2022-01-20,Trata,"Explotación sexual niñas, niños y adolescentes",Víctima directa,Argentina,Corrientes,,Mujer cis,45,No,,18,
7594459425,2022-01-21,Trata,Posible captación,Acusado,,Buenos Aires,,Hombre,0,No,,06,
7515459425,2022-01-22,Trata,Explotación sexual,Víctima directa,,Ciudad Autónoma de Buenos Aires,,Mujer,20,No,,02,
7515459425,2022-01-22,Trata,Explotación sexual,Acusado,,Ciudad Autónoma de Buenos Aires,,Mujer,50,No,,02,
7515459425,2022-01-22,Trata,Explotación sexual,Acusado,,Ciudad Autónoma de Buenos Aires,,Mujer,60,No,,02,
9435459425,2022-01-22,Trata,Explotación laboral,Víctima directa,,Santiago del Estero,Villa Atamisqui,Varón cis,21,No,,86,
9435459425,2022-01-22,Trata,Explotación laboral,Acusado,,,,Varón cis,45,No,,,
9445459425,2022-01-22,Trata,Explotación sexual,Acusado,,Buenos Aires,,Hombre,40,No,,06,
9445459425,2022-01-22,Trata,Explotación sexual,Acusado,,Buenos Aires,,Hombre,40,No,,06,
4545459425,2022-01-23,Trata,Explotación sexual,Acusado,,Buenos Aires,,Mujer,50,No,,06,
5545459425,2022-01-23,Trata,Explotación sexual,Víctima directa,,Buenos Aires,,Mujer,28,No,,06,
5545459425,2022-01-23,Trata,Explotación sexual,Acusado,Argentina,Buenos Aires,RAFAEL CALZADA,Mujer cis,30,No,,06,
3584559425,2022-01-24,Trata,Explotación sexual,Acusado,,Buenos Aires,Gutiérrez,Varón cis,50,No,,06,
1525559425,2022-01-25,Trata,Posible captación,Víctima directa,,Mendoza,,Mujer,15,No,,50,
1525559425,2022-01-25,Trata,Posible captación,Acusado,,Corrientes,,Hombre,0,No,,18,
7535559425,2022-01-26,Trata,"Explotación laboral niñas, niños y adolescentes",Acusado,,Buenos Aires,,Mujer cis,31,No,,06,
7535559425,2022-01-26,Trata,"Explotación laboral niñas, niños y adolescentes",Acusado,Chile,Buenos Aires,Tandil,Varón cis,50,No,,06,
7535559425,2022-01-26,Trata,"Explotación laboral niñas, niños y adolescentes",Víctima directa,,Buenos Aires,,Mujer cis,9,No,,06,
3545559425,2022-01-26,Trata,Explotación sexual,Acusado,,Mendoza,,Mujer cis,28,No,,50,
9465559425,2022-01-26,Trata,Explotación laboral,Víctima directa,,Santiago del Estero,,Mujer cis,17,No,,86,
9465559425,2022-01-26,Trata,Explotación laboral,Víctima directa,,Santiago del Estero,,Hombre,18,No,,86,
9465559425,2022-01-26,Trata,Explotación laboral,Víctima directa,,Santiago del Estero,,Hombre,22,No,,86,
9465559425,2022-01-26,Trata,Explotación laboral,Acusado,,Buenos Aires,,Hombre,0,No,,06,
3565559425,2022-01-26,Trata,Reducción a la servidumbre o situaciones análogas,Acusado,,Chaco,,Varón cis,55,No,,22,
6565559425,2022-01-26,Trata,Persona desaparecida,Víctima directa,,Santa Fe,,Mujer,24,No,,82,
594659425,2022-01-27,Trata,"Explotación sexual niñas, niños y adolescentes",Acusado,Argentina,Tucumán,Alberdi,Mujer cis,30,No,,90,
2505659425,2022-01-28,Trata,Reducción a la servidumbre o situaciones análogas,Víctima indirecta,,Buenos Aires,,Mujer cis,75,No,,06,
2505659425,2022-01-28,Trata,Reducción a la servidumbre o situaciones análogas,Víctima directa,,Buenos Aires,,Mujer,57,No,,06,
2505659425,2022-01-28,Trata,Reducción a la servidumbre o situaciones análogas,Acusado,,Buenos Aires,,Hombre,57,No,,06,
2515659425,2022-01-28,Trata,Explotación laboral,Acusado,,Misiones,San Pedro,Varón cis,60,No,,54,
2515659425,2022-01-28,Trata,Explotación laboral,Víctima directa,,Misiones,,Varón cis,67,No,,54,
8435659425,2022-01-29,Trata,Explotación sexual,Víctima directa,,Corrientes,,Mujer cis,24,No,,18,
8435659425,2022-01-29,Trata,Explotación sexual,Acusado,,Corrientes,,Mujer cis,50,No,,18,
5594759425,2022-01-31,Trata,Explotación laboral,Víctima directa,,Tucumán,San Patricio del Chañar,Mujer cis,44,No,,90,
5594759425,2022-01-31,Trata,Explotación laboral,Acusado,,Neuquén,San Patricio del Chañar,Varón cis,50,No,,58,
2505759425,2022-01-31,Trata,Explotación sexual,Víctima directa,,,,Mujer cis,46,No,,,
3525759425,2022-02-01,Trata,Explotación sexual,Víctima directa,,Ciudad Autónoma de Buenos Aires,,Mujer cis,40,No,,02,
3525759425,2022-02-01,Trata,Explotación sexual,Acusado,Argentina,Ciudad Autónoma de Buenos Aires,,Varón cis,40,No,,02,
5525759425,2022-02-01,Trata,Explotación laboral,Víctima directa,Argentina,Buenos Aires,,Mujer cis,40,No,,06,
5525759425,2022-02-01,Trata,Explotación laboral,Víctima directa,Argentina,Buenos Aires,,Varón cis,19,No,,06,
5525759425,2022-02-01,Trata,Explotación laboral,Acusado,,Buenos Aires,,Mujer cis,65,No,,06,
6525759425,2022-02-01,Trata,Explotación sexual,Víctima directa,,Buenos Aires,,Mujer,37,No,,06,
6525759425,2022-02-01,Trata,Explotación sexual,Acusado,,Buenos Aires,,Varón cis,44,No,,06,
8435759425,2022-02-01,Trata,Persona desaparecida,Víctima directa,,San Luis,,Mujer,6,No,,74,
535759425,2022-02-01,Trata,Persona desaparecida,Víctima directa,Argentina,Ciudad Autónoma de Buenos Aires,,Mujer cis,37,No,,02,
535759425,2022-02-01,Trata,Persona desaparecida,Víctima indirecta - familiar,,Ciudad Autónoma de Buenos Aires,,Mujer cis,0,No,,02,
5535759425,2022-02-02,Trata,Explotación sexual,Víctima directa,,Buenos Aires,,Mujer,40,No,,06,
5535759425,2022-02-02,Trata,Explotación sexual,Acusado,,Buenos Aires,,Varón cis,46,No,,06,
545759425,2022-02-02,Trata,Explotación laboral,Acusado,,Buenos Aires,,Mujer cis,0,No,,06,
545759425,2022-02-02,Trata,Explotación laboral,Acusado,,Buenos Aires,,Varón cis,0,No,,06,
5545759425,2022-02-02,Trata,Persona desaparecida,Víctima directa,Argentina,Ciudad Autónoma de Buenos Aires,,Mujer cis,37,No,,02,
